title,bagofwords
Two Evil Eyes,horror darioargento georgea.romero adriennebarbeau harveykeitel ramyzada bingoo'malley horror darioargento georgea.romero adriennebarbeau harveykeitel ramyzada bingoo'malley two horror tales based famed horror directors george strange black cat sleazy reporter adopts greedy wife kills edgar allan poe short stories dario argento romero husband directed completely 
Fire Birds,action adventure davidgreen nicolascage tommyleejones seanyoung bryankestner action adventure davidgreen nicolascage tommyleejones seanyoung bryankestner destroying powerful armed drug cartels operating elite apache helicopter pilots south america tasked 
I Hired a Contract Killer,comedy drama romance akikaurismäki jean-pierreléaud margiclarke kennethcolley t.r.bowen comedy drama romance akikaurismäki jean-pierreléaud margiclarke kennethcolley t.r.bowen ... see full summary » seedy bar made redundant henri boulanger fifteen years contract killer attempts suicide shocked service job hires go 
Avalon,drama barrylevinson aidanquinn elizabethperkins leofuchs evegordon drama barrylevinson aidanquinn elizabethperkins leofuchs evegordon called promised land jewish family comes twentieth century children try better future family u polish make beginning 
The Field,drama thriller jimsheridan richardharris johnhurt seanbean francestomelty drama thriller jimsheridan richardharris johnhurt seanbean francestomelty rich american mccabe family stop prevent patriarch nothing goes generations field farmed buying auction 
Q&A,crime drama thriller sidneylumet nicknolte timothyhutton armandassante patricko'neal crime drama thriller sidneylumet nicknolte timothyhutton armandassante patricko'neal righteous assistant da finds mike brennan thinks routine q got away dirty cop collision course sets murder clue 
Cadence,drama martinsheen charliesheen martinsheen jaybrazeau mattclark drama martinsheen charliesheen martinsheen jaybrazeau mattclark charlie sheen plays rebellious inmate army stockade 
The Guardian,drama fantasy horror williamfriedkin jennyseagrove dwierbrown careylowell bradhall drama fantasy horror williamfriedkin jennyseagrove dwierbrown careylowell bradhall young couple sacrifices infants newborn baby magical nymph evil tree realize nanny hired 
Flashback,action adventure comedy francoamurri dennishopper kiefersutherland carolkane pauldooley action adventure comedy francoamurri dennishopper kiefersutherland carolkane pauldooley yuptight fbi escort radical huey walker infamous 60 behind bars huey last jail heading feds ends come caught 
"Welcome Home, Roxy Carmichael",comedy drama jimabrahams winonaryder jeffdaniels lailarobins thomaswilsonbrown comedy drama jimabrahams winonaryder jeffdaniels lailarobins thomaswilsonbrown small town prepares superstar roxy carmichael believes roxy young outsider mother homecoming 
The Comfort of Strangers,drama thriller paulschrader christopherwalken ruperteverett natasharichardson helenmirren drama thriller paulschrader christopherwalken ruperteverett natasharichardson helenmirren stranger leads darkest desires couple retreat world work venice relationship reach intrigue encounter 
Jetsons: The Movie,animation comedy family josephbarbera williamhanna iwaotakamoto georgeo'hanlon pennysingleton melblanc tiffany animation comedy family josephbarbera williamhanna iwaotakamoto georgeo'hanlon pennysingleton melblanc tiffany take charge spacely promotes new factory george jetson distant planet uproot mr forced family 
Moon 44,action sci-fi thriller rolandemmerich michaelparé lisaeichhorn deandevlin brianthompson action sci-fi thriller rolandemmerich michaelparé lisaeichhorn deandevlin brianthompson helicopter defense force assigned unconventional corporate agent violent criminals technical wizards remote moon mining station task shaping protect group given 
American Ninja 4: The Annihilation,action drama cedricsundstrom michaeldudikoff davidbradley jamesbooth dwaynealexandre action drama cedricsundstrom michaeldudikoff davidbradley jamesbooth dwaynealexandre two american ninjas sean davidson joe armstrong ninjas terrorist team battle band 
Basket Case 2,comedy horror frankhenenlotter kevinvanhentenryck judygrafe annieross heatherrattray comedy horror frankhenenlotter kevinvanhentenryck judygrafe annieross heatherrattray bound mutant brother wayward freaks secret home journalists hot taken tail duane basket 
Loose Cannons,action comedy crime bobclark genehackman danaykroyd domdeluise ronnycox action comedy crime bobclark genehackman danaykroyd domdeluise ronnycox split personality disorder cop soon realizes unconventional cop powerful criminals book partner amazing detective take paired capture bull 
A Shock to the System,comedy crime thriller janegleson michaelcaine elizabethmcgovern peterriegert swoosiekurtz comedy crime thriller janegleson michaelcaine elizabethmcgovern peterriegert swoosiekurtz playing ... see full summary » ladder away corporate ladder upon top think take sometimes pull managed level discover 
Almost an Angel,comedy drama johncornell paulhogan lindakozlowski eliaskoteas doreenlang comedy drama johncornell paulhogan lindakozlowski eliaskoteas doreenlang time crook becomes convinced traumatic incident work small resolves perform one angel 
Crazy People,comedy drama tonybill barryl.young dudleymoore darylhannah paulreiser j.t.walsh comedy drama tonybill barryl.young dudleymoore darylhannah paulreiser j.t.walsh career actually begins bitter ad executive mental institution breaking point thrive reached patients hospital help finds 
Brain Dead,horror mystery sci-fi adamsimon billpullman billpaxton budcort nicholaspryor horror mystery sci-fi adamsimon billpullman billpaxton budcort nicholaspryor man versus machine chaotic nightmare trying megalomaniacal corporation martin plunges showdown save mind 
The First Power,crime horror thriller robertresnikoff loudiamondphillips tracygriffith jeffkober mykeltiwilliamson crime horror thriller robertresnikoff loudiamondphillips tracygriffith jeffkober mykeltiwilliamson female psychic must stop demonic serial killer police detective dedicated l teleportation resurrection powers possession given 
Vincent & Theo,biography drama robertaltman timroth paulrhys adrianbrine jean-françoisperrier biography drama robertaltman timroth paulrhys adrianbrine jean-françoisperrier movie also provides familiar tragic story vincent van gogh helped support vincent vincent painted nice view brother theodore well locations focusing broadened 
Hidden Agenda,drama thriller kenloach francesmcdormand briancox braddourif maizetterling drama thriller kenloach francesmcdormand briancox braddourif maizetterling american human rights lawyer police detective well truth tough remains nonsense man girlfriend find belfast assassinated 
Roger Corman's Frankenstein Unbound,drama horror sci-fi rogercorman johnhurt rauljulia nickbrimble bridgetfonda drama horror sci-fi rogercorman johnhurt rauljulia nickbrimble bridgetfonda ... see full summary » produces global side including time slides ultimate weapon scientist behind safe project meant humankind effects disappearances car 
Catchfire,action comedy crime dennishopper dennishopper jodiefoster deanstockwell vincentprice action comedy crime dennishopper dennishopper jodiefoster deanstockwell vincentprice mob assassination flees switching identities elude milo chief killer cannot seem witness town life get 
Soultaker,fantasy horror michaelrissi joeestevez vivianschilling greggthomsen robertz'dar fantasy horror michaelrissi joeestevez vivianschilling greggthomsen robertz'dar teenagers refuse grim reaper four teenagers death ensues car accident two race life killed go 
The Long Walk Home,drama history richardpearce sissyspacek whoopigoldberg dwightschultz vingrhames drama history richardpearce sissyspacek whoopigoldberg dwightschultz vingrhames famous bus boycott led martin luther king 1955 montgomery alabama two women must decide white response going black 
Mountains of the Moon,adventure drama history bobrafelson patrickbergin iainglen richarde.grant fionashaw adventure drama history bobrafelson patrickbergin iainglen richarde.grant fionashaw richard francis burton john hanning speke tumultuous expedition nile river legendary true story source lt find capt 
Betsy's Wedding,comedy romance alanalda alanalda mollyringwald joeybishop madelinekahn comedy romance alanalda alanalda mollyringwald joeybishop madelinekahn small wedding getting married different betsy dads want want jake give big 
Ski Patrol,action comedy richardcorrell rogerrose t.k.carter yvettenipar lesliejordan action comedy richardcorrell rogerrose t.k.carter yvettenipar lesliejordan ski resort safety record developer attempts sabotage 
Ski School,comedy damianlee deancameron tombresnahan patricklabyorteaux markthomasmiller comedy damianlee deancameron tombresnahan patricklabyorteaux markthomasmiller skiing school rival groups party animals one gang serious rich piste group battle 
Auntie Danielle,comedy drama étiennechatiliez tsillachelton catherinejacob isabellenanty neigedolsky comedy drama étiennechatiliez tsillachelton catherinejacob isabellenanty neigedolsky ... see full summary » nasty old bitch housekeeper dies falling paid housekeeper regularly abuses auntie danielle ailing health supposedly reality lives ladder 
Heart Condition,comedy crime drama jamesd.parriott bobhoskins denzelwashington chloewebb rogere.mosley comedy crime drama jamesd.parriott bobhoskins denzelwashington chloewebb rogere.mosley racist cop receives help take heart transplant black lawyer cop returns murdered men hates ghost ask 
Spaced Invaders,"adventure comedy sci-fi patrickreadjohnson douglasbarr royaldano arianarichards j.j.anderson adventure comedy sci-fi patrickreadjohnson douglasbarr royaldano arianarichards j.j.anderson rebroadcast orson welles 1938 local radio station happens little illinois town dimwitted martians drop worlds "". war day "
